,Unnamed: 0,verbs,bigram_all_cases,preposition_data,bigrams_all_cases_CAT,preposition data,bigrams_all_cases_CAT_negation
79,79,верифицировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 18, 'ins': 4, 'dat': 0}","{'по': 1, 'с': 3, 'на': 3, 'в': 1}","{'gen': 2, 'acc': 18, 'ins': 4, 'dat': 0}"
80,80,летать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'на': 8, 'по': 2, 'с': 2, 'и': 4, 'не': 4}","{'gen': 4, 'acc': 1, 'ins': 5, 'dat': 0}","{'на': 3, 'среди': 1, 'по': 1, 'в': 1, 'из': 1}","{'gen': 4, 'acc': 1, 'ins': 5, 'dat': 0}"
81,81,продвинуть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 7, 'ins': 0, 'dat': 0}","{'в': 4, 'по': 2, 'на': 2}","{'gen': 1, 'acc': 7, 'ins': 0, 'dat': 0}"
82,82,присылать,"{'gen': 0, 'dat': 2, 'acc': 3, 'ins': 0, 'loc': 0}","{'письма': 2, 'за': 2, 'эмилю': 1, 'непременно': 1, 'москва': 1, 'вопросы': 1, 'ему': 1, 'по': 1, 'и': 1}","{'gen': 2, 'acc': 14, 'ins': 1, 'dat': 4}","{'из': 4, 'в': 7, 'по': 1}","{'gen': 1, 'acc': 14, 'ins': 1, 'dat': 4}"
83,83,прославиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 1, 'loc': 0}","{'историческими': 1, 'потому': 1, 'можно': 1, 'во': 1, 'как': 1, 'на': 1}","{'gen': 0, 'acc': 0, 'ins': 5, 'dat': 0}","{'в': 2, 'на': 1, 'через': 1}","{'gen': 0, 'acc': 0, 'ins': 5, 'dat': 0}"
84,84,хохотать,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'и': 3, 'представляются': 1, 'небольшой': 1, 'внезапно': 1, 'хотя': 1, 'над': 1, 'ну': 1, 'как': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 3, 'до': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
85,85,рить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 0}","{'о': 5, 'к': 1}","{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 0}"
86,86,посвящить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 4, 'ins': 2, 'dat': 38}",{'в': 2},"{'gen': 2, 'acc': 4, 'ins': 2, 'dat': 38}"
87,87,увековечить,"{'gen': 0, 'dat': 0, 'acc': 3, 'ins': 0, 'loc': 0}","{'своe': 2, 'память': 1, 'и': 1}","{'gen': 1, 'acc': 9, 'ins': 1, 'dat': 0}","{'в': 3, 'на': 1}","{'gen': 1, 'acc': 9, 'ins': 1, 'dat': 0}"
88,88,продаваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'на': 2, 'вишнeвый': 1, 'будет': 1, 'если': 1, 'как': 1, 'по': 1, 'не': 1, 'в': 1, 'и': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 7, 'на': 10, 'по': 2}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
89,89,заполнять,"{'gen': 0, 'dat': 0, 'acc': 9, 'ins': 2, 'loc': 0}",,"{'gen': 2, 'acc': 85, 'ins': 32, 'dat': 1}","{'с': 2, 'в': 6, 'на': 2, 'под': 1, 'при': 2, 'из': 1, 'после': 1, 'путем': 1}","{'gen': 2, 'acc': 85, 'ins': 32, 'dat': 1}"
90,90,формулировать,"{'gen': 1, 'dat': 0, 'acc': 5, 'ins': 0, 'loc': 0}","{'правильные': 1, 'задачу': 1, 'вопросы': 1, 'мысли': 1, 'нужно': 1, 'своего': 1, 'еe': 1, 'и': 1}","{'gen': 61, 'acc': 648, 'ins': 237, 'dat': 12}","{'в': 278, 'для': 18, 'по': 7, 'на': 17, 'путем': 2, 'при': 4, 'после': 2, 'к': 3, 'с': 21, 'прежде': 2, 'под': 1, 'перед': 1, 'высоко': 1, 'без': 1, 'из': 1, 'до': 2}","{'gen': 55, 'acc': 648, 'ins': 237, 'dat': 12}"
91,91,адресовать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'непосредственно': 1, 'именно': 1, 'их': 1, 'еe': 1}","{'gen': 6, 'acc': 20, 'ins': 9, 'dat': 134}","{'относительно': 1, 'на': 3, 'в': 15, 'к': 12, 'прежде': 1}","{'gen': 6, 'acc': 20, 'ins': 9, 'dat': 134}"
92,92,вынуждать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 11, 'acc': 104, 'ins': 1, 'dat': 1}",{'к': 2},"{'gen': 11, 'acc': 104, 'ins': 1, 'dat': 1}"
93,93,вторять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 2}",{'о': 1},"{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 2}"
94,94,водиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'черти': 1, 'что-нибудь': 1}","{'gen': 2, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 4, 'с': 1, 'до': 1, 'на': 1}","{'gen': 2, 'acc': 0, 'ins': 0, 'dat': 0}"
95,95,прослушивать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'в': 1},"{'gen': 0, 'acc': 6, 'ins': 0, 'dat': 0}",{'с': 1},"{'gen': 0, 'acc': 6, 'ins': 0, 'dat': 0}"
96,96,пеить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}",{'из': 1},"{'gen': 1, 'acc': 0, 'ins': 0, 'dat': 0}"
97,97,высказать,"{'gen': 1, 'dat': 8, 'acc': 25, 'ins': 1, 'loc': 0}",,"{'gen': 25, 'acc': 254, 'ins': 86, 'dat': 15}","{'в': 70, 'по': 6, 'на': 5, 'прежде': 1, 'во': 1, 'при': 4, 'относительно': 1, 'от': 1, 'перед': 1, 'высоко': 1, 'с': 1}","{'gen': 19, 'acc': 254, 'ins': 86, 'dat': 15}"
98,98,участвовать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 137, 'во': 5, 'а': 2}","{'gen': 32, 'acc': 43, 'ins': 7, 'dat': 4}","{'в': 1601, 'около': 11, 'по': 5, 'порядка': 2, 'на': 4, 'при': 4, 'от': 1, 'с': 3, 'свыше': 1, 'до': 1, 'за': 1}","{'gen': 31, 'acc': 43, 'ins': 7, 'dat': 4}"
99,99,преступать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 6, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 6, 'ins': 0, 'dat': 0}"
100,100,разыскать,"{'gen': 1, 'dat': 2, 'acc': 16, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}",{'в': 2},"{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}"
101,101,экспортировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 17, 'acc': 24, 'ins': 1, 'dat': 0}","{'для': 1, 'на': 2, 'в': 7, 'из': 3}","{'gen': 17, 'acc': 24, 'ins': 1, 'dat': 0}"
102,102,охлаждать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'процессоры': 1, 'игру': 1, 'его': 1}","{'gen': 1, 'acc': 2, 'ins': 1, 'dat': 0}",{},"{'gen': 1, 'acc': 2, 'ins': 1, 'dat': 0}"
103,103,выплачивать,"{'gen': 0, 'dat': 1, 'acc': 8, 'ins': 0, 'loc': 0}","{'зарплату': 2, 'пенсии': 2, 'понемножку': 1, 'гонорары': 1, 'периодически': 1, 'внешний': 1, 'крупные': 1, 'им': 1, 'их': 1}","{'gen': 10, 'acc': 51, 'ins': 14, 'dat': 30}","{'в': 12, 'на': 4, 'за': 8, 'по': 4, 'с': 2, 'вне': 1, 'при': 3, 'к': 1, 'из': 7, 'через': 2, 'без': 2, 'до': 1}","{'gen': 8, 'acc': 51, 'ins': 14, 'dat': 30}"
104,104,расшатать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'выдернуть': 1, 'противовес': 1, 'стереотип': 1}","{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}"
105,105,даровать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'римское': 1, 'блаженство': 1}","{'gen': 0, 'acc': 8, 'ins': 9, 'dat': 18}",{},"{'gen': 0, 'acc': 8, 'ins': 9, 'dat': 18}"
106,106,подразумевать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 49, 'acc': 572, 'ins': 20, 'dat': 2}","{'под': 37, 'в': 20, 'на': 2, 'ввиду': 1, 'прежде': 2, 'при': 3, 'про': 1, 'за': 1, 'по': 4, 'помимо': 1, 'для': 1}","{'gen': 12, 'acc': 572, 'ins': 20, 'dat': 2}"
107,107,разразиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 2, 'loc': 0}","{'громом': 1, 'зеленью': 1, 'над': 1}","{'gen': 4, 'acc': 0, 'ins': 5, 'dat': 1}","{'в': 12, 'с': 1, 'над': 1}","{'gen': 4, 'acc': 0, 'ins': 5, 'dat': 1}"
108,108,замерзнуть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",{'до': 1},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'на': 2, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
109,109,служать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 2, 'ins': 20, 'dat': 3}","{'в': 2, 'из': 1, 'за': 1, 'для': 3, 'по': 1, 'с': 1}","{'gen': 0, 'acc': 2, 'ins': 20, 'dat': 3}"
110,110,перемещить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 0, 'ins': 0, 'dat': 0}","{'через': 1, 'в': 3}","{'gen': 3, 'acc': 0, 'ins': 0, 'dat': 0}"
111,111,произведить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 8, 'dat': 0}","{'на': 3, 'от': 1, 'в': 3, 'из': 1}","{'gen': 0, 'acc': 0, 'ins': 8, 'dat': 0}"
112,112,образовываться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'бельмо': 1, 'гофры': 1, 'выделенные': 1, 'структуры': 1, 'огромные': 1, 'сами': 1}","{'gen': 20, 'acc': 13, 'ins': 17, 'dat': 1}","{'в': 44, 'из': 6, 'на': 14, 'у': 1, 'под': 2, 'за': 6, 'из-за': 1, 'с': 14, 'после': 4, 'по': 14, 'к': 2, 'во': 1, 'при': 16, 'путем': 6, 'от': 33, 'посредством': 8, 'благодаря': 1, 'через': 1, 'вследствие': 1, 'между': 4}","{'gen': 19, 'acc': 13, 'ins': 17, 'dat': 1}"
113,113,природоохрать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 6, 'acc': 2, 'ins': 0, 'dat': 1}",{},"{'gen': 6, 'acc': 2, 'ins': 0, 'dat': 1}"
114,114,Отреагировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}",{'на': 1},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
115,115,наделять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 16, 'acc': 90, 'ins': 146, 'dat': 1}","{'прежде': 1, 'в': 6, 'за': 1, 'до': 1, 'относительно': 1}","{'gen': 11, 'acc': 90, 'ins': 146, 'dat': 1}"
116,116,ключить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}",{'на': 1},"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
117,117,выскочить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'на': 5, 'из': 4, 'в': 2}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 1, 'из': 2}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
118,118,ниматься,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 3, 'dat': 0}",{},"{'gen': 0, 'acc': 1, 'ins': 3, 'dat': 0}"
119,119,осознавать,"{'gen': 0, 'dat': 0, 'acc': 6, 'ins': 0, 'loc': 0}","{'первостепенную': 1, 'совершающееся': 1, 'текст': 1, 'нечто': 1, 'себя': 1, 'еe': 1, 'что': 1}","{'gen': 22, 'acc': 220, 'ins': 50, 'dat': 1}","{'в': 15, 'на': 2, 'по': 1, 'до': 1, 'с': 2, 'при': 1}","{'gen': 5, 'acc': 220, 'ins': 50, 'dat': 1}"
120,120,отклониться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'от': 13, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
121,121,шептать,"{'gen': 1, 'dat': 0, 'acc': 0, 'ins': 1, 'loc': 0}","{'рябинин': 1, 'часами': 1, 'коровьев': 1, 'глядя': 1, 'никаких': 1, 'иван': 1, 'во': 1, 'о': 1, 'не': 1}","{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 3}","{'в': 1, 'на': 1, 'про': 1}","{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 3}"
122,122,подменяться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 11, 'dat': 0}",{},"{'gen': 0, 'acc': 0, 'ins': 11, 'dat': 0}"
123,123,одобрить,"{'gen': 1, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'инициативу': 1, 'текст': 1, 'любой': 1, 'нашего': 1, 'это': 1}","{'gen': 10, 'acc': 71, 'ins': 110, 'dat': 3}","{'на': 8, 'в': 22, 'для': 4, 'к': 1, 'с': 1, 'без': 1}","{'gen': 8, 'acc': 71, 'ins': 110, 'dat': 3}"
124,124,ритуать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 0}",{},"{'gen': 0, 'acc': 4, 'ins': 0, 'dat': 0}"
125,125,наполнять,"{'gen': 0, 'dat': 0, 'acc': 8, 'ins': 2, 'loc': 0}","{'истинами': 1, 'кошельки': 1, 'стопки': 1, 'чайник': 1, 'страницы': 1, 'бутылку': 1, 'письма': 1, 'комнату': 1, 'своими': 1, 'его': 1}","{'gen': 3, 'acc': 35, 'ins': 51, 'dat': 1}",{'в': 2},"{'gen': 3, 'acc': 35, 'ins': 51, 'dat': 1}"
126,126,пересказывать,"{'gen': 0, 'dat': 0, 'acc': 8, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 9, 'ins': 1, 'dat': 1}",{},"{'gen': 1, 'acc': 9, 'ins': 1, 'dat': 1}"
127,127,помечить,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 3, 'dat': 0}",{},"{'gen': 0, 'acc': 1, 'ins': 3, 'dat': 0}"
128,128,пать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 3, 'dat': 0}","{'в': 8, 'на': 2}","{'gen': 0, 'acc': 1, 'ins': 3, 'dat': 0}"
129,129,опекать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'тешиться': 1, 'своего': 1, 'меня': 1}","{'gen': 26, 'acc': 10, 'ins': 1, 'dat': 0}",{},"{'gen': 26, 'acc': 10, 'ins': 1, 'dat': 0}"
130,130,светиться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 2, 'loc': 0}",{'в': 3},"{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'в': 1, 'за': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
131,131,сверяться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'высказывания': 1, 'и': 1}","{'gen': 0, 'acc': 0, 'ins': 1, 'dat': 0}",{'с': 9},"{'gen': 0, 'acc': 0, 'ins': 1, 'dat': 0}"
132,132,договориться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'с': 11, 'о': 10, 'об': 3, 'до': 2}","{'gen': 1, 'acc': 2, 'ins': 1, 'dat': 1}","{'с': 25, 'о': 76, 'между': 3, 'в': 2, 'по': 1, 'на': 1}","{'gen': 1, 'acc': 2, 'ins': 1, 'dat': 1}"
133,133,изогнуть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 1, 'ins': 1, 'dat': 0}","{'в': 3, 'вокруг': 1}","{'gen': 2, 'acc': 1, 'ins': 1, 'dat': 0}"
134,134,пригласить,"{'gen': 1, 'dat': 0, 'acc': 32, 'ins': 0, 'loc': 0}","{'в': 8, 'на': 7, 'к': 2}","{'gen': 18, 'acc': 42, 'ins': 5, 'dat': 3}","{'к': 9, 'около': 1, 'для': 3, 'в': 16, 'из': 2, 'на': 26}","{'gen': 17, 'acc': 42, 'ins': 5, 'dat': 3}"
135,135,переосмыслить,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}",{'своe': 1},"{'gen': 0, 'acc': 44, 'ins': 3, 'dat': 0}","{'в': 17, 'по': 1}","{'gen': 0, 'acc': 44, 'ins': 3, 'dat': 0}"
136,136,включаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'сумма': 3, 'в': 2, 'дополнительные': 1, 'также': 1, 'не': 1}","{'gen': 0, 'acc': 2, 'ins': 1, 'dat': 0}","{'в': 78, 'помимо': 1}","{'gen': 0, 'acc': 2, 'ins': 1, 'dat': 0}"
137,137,приписать,"{'gen': 0, 'dat': 12, 'acc': 3, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 5, 'ins': 2, 'dat': 15}","{'к': 21, 'перед': 1}","{'gen': 2, 'acc': 5, 'ins': 2, 'dat': 15}"
138,138,взаимосвязывать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 103, 'acc': 0, 'ins': 1, 'dat': 0}","{'с': 74, 'между': 8, 'на': 3, 'в': 3}","{'gen': 103, 'acc': 0, 'ins': 1, 'dat': 0}"
139,139,купировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 3, 'ins': 2, 'dat': 0}",{'за': 1},"{'gen': 0, 'acc': 3, 'ins': 2, 'dat': 0}"
140,140,повлекнуть,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}","{'за': 3, 'по': 2}","{'gen': 0, 'acc': 5, 'ins': 0, 'dat': 0}"
141,141,приспосабливаться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'к': 3, 'дальше': 1, 'и': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'к': 58, 'под': 3, 'в': 2, 'для': 2}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
142,142,порочить,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}",{'советских': 1},"{'gen': 1, 'acc': 12, 'ins': 0, 'dat': 0}",{},"{'gen': 1, 'acc': 12, 'ins': 0, 'dat': 0}"
143,143,выражаться,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 1, 'loc': 0}",{'в': 8},"{'gen': 1, 'acc': 4, 'ins': 178, 'dat': 1}","{'в': 570, 'через': 14, 'со': 1, 'прежде': 7, 'с': 30, 'по': 1, 'при': 22, 'посредством': 6, 'у': 6, 'путем': 1, 'за': 1, 'на': 6, 'без': 2, 'помимо': 1, 'к': 1}","{'gen': 1, 'acc': 4, 'ins': 178, 'dat': 1}"
144,144,отграничивать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 45, 'ins': 1, 'dat': 0}","{'от': 6, 'в': 1}","{'gen': 0, 'acc': 45, 'ins': 1, 'dat': 0}"
145,145,водимовать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 0, 'ins': 7, 'dat': 1}","{'в': 2, 'с': 1}","{'gen': 0, 'acc': 0, 'ins': 7, 'dat': 1}"
146,146,впитывать,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'в': 3, 'влагу': 1, 'влияния': 1, 'новую': 1, 'его': 1}","{'gen': 0, 'acc': 12, 'ins': 0, 'dat': 0}","{'на': 1, 'в': 1}","{'gen': 0, 'acc': 12, 'ins': 0, 'dat': 0}"
147,147,чувствоваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'у': 1, 'в': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
148,148,черпать,"{'gen': 0, 'dat': 0, 'acc': 2, 'ins': 0, 'loc': 0}","{'вдохновение': 1, 'оттуда': 1, 'воду': 1, 'из': 1, 'а': 1}","{'gen': 0, 'acc': 31, 'ins': 1, 'dat': 1}","{'из': 13, 'при': 1, 'в': 1}","{'gen': 0, 'acc': 31, 'ins': 1, 'dat': 1}"
149,149,идентифицировать,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'искусственные': 1, 'и': 1}","{'gen': 5, 'acc': 177, 'ins': 3, 'dat': 0}","{'из-за': 1, 'с': 6, 'среди': 1, 'по': 1, 'в': 7, 'на': 1, 'через': 1}","{'gen': 5, 'acc': 177, 'ins': 3, 'dat': 0}"
150,150,разъяснять,"{'gen': 0, 'dat': 2, 'acc': 2, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 36, 'ins': 2, 'dat': 14}","{'в': 7, 'через': 1, 'при': 1}","{'gen': 2, 'acc': 36, 'ins': 2, 'dat': 14}"
151,151,пасть,"{'gen': 6, 'dat': 1, 'acc': 1, 'ins': 2, 'loc': 0}","{'в': 4, 'на': 3, 'и': 3, 'да': 2}","{'gen': 6, 'acc': 9, 'ins': 7, 'dat': 0}","{'на': 13, 'от': 2, 'в': 9, 'у': 1, 'спустя': 1, 'перед': 1, 'среди': 1, 'под': 2, 'при': 1, 'по': 2, 'с': 1}","{'gen': 6, 'acc': 9, 'ins': 7, 'dat': 0}"
152,152,лечить,"{'gen': 0, 'dat': 1, 'acc': 23, 'ins': 5, 'loc': 0}",,"{'gen': 3, 'acc': 33, 'ins': 7, 'dat': 0}","{'в': 4, 'от': 7, 'у': 1, 'на': 1, 'с': 1, 'по': 1, 'без': 1, 'после': 1}","{'gen': 3, 'acc': 33, 'ins': 7, 'dat': 0}"
153,153,догадываться,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 1, 'loc': 0}","{'что': 3, 'но': 2, 'о': 3}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}","{'о': 8, 'в': 1}","{'gen': 0, 'acc': 0, 'ins': 0, 'dat': 0}"
154,154,раздаваться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'свистки': 1, 'они': 1, 'не': 1, 'в': 1}","{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 1}","{'у': 1, 'в': 4, 'по': 1}","{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 1}"
155,155,разыскивать,"{'gen': 0, 'dat': 0, 'acc': 14, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 14, 'ins': 1, 'dat': 0}","{'в': 1, 'прежде': 1}","{'gen': 2, 'acc': 14, 'ins': 1, 'dat': 0}"
156,156,доставать,"{'gen': 0, 'dat': 2, 'acc': 6, 'ins': 1, 'loc': 0}",{'из': 4},"{'gen': 3, 'acc': 10, 'ins': 0, 'dat': 0}","{'с': 1, 'из': 1}","{'gen': 1, 'acc': 10, 'ins': 0, 'dat': 0}"
157,157,оценивать,"{'gen': 0, 'dat': 0, 'acc': 26, 'ins': 0, 'loc': 0}",,"{'gen': 68, 'acc': 1111, 'ins': 155, 'dat': 24}","{'по': 83, 'в': 154, 'с': 67, 'на': 61, 'для': 7, 'через': 15, 'посредством': 1, 'согласно': 1, 'при': 10, 'без': 2, 'от': 3, 'путем': 1, 'после': 2, 'прежде': 1, 'за': 2, 'объем': 1, 'у': 1, 'ввиду': 1, 'низкий': 1}","{'gen': 66, 'acc': 1111, 'ins': 155, 'dat': 24}"
158,158,освобождать,"{'gen': 0, 'dat': 0, 'acc': 4, 'ins': 0, 'loc': 0}","{'его': 2, 'иерусалим': 1, 'эти': 1, 'от': 1, 'не': 1, 'и': 1}","{'gen': 10, 'acc': 48, 'ins': 5, 'dat': 0}","{'от': 39, 'за': 1, 'для': 1}","{'gen': 6, 'acc': 48, 'ins': 5, 'dat': 0}"
159,159,эксплицировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 34, 'ins': 6, 'dat': 0}","{'с': 2, 'в': 10, 'за': 1, 'из': 1, 'перед': 1}","{'gen': 0, 'acc': 34, 'ins': 6, 'dat': 0}"
160,160,специализировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 3, 'acc': 4, 'ins': 1, 'dat': 0}",{},"{'gen': 2, 'acc': 4, 'ins': 1, 'dat': 0}"
161,161,произрастать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'образуя': 1, 'в': 1}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}","{'из': 7, 'в': 3, 'на': 3}","{'gen': 0, 'acc': 1, 'ins': 0, 'dat': 0}"
162,162,усугубляться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 44, 'dat': 0}","{'в': 2, 'по': 2, 'на': 1, 'с': 1, 'ввиду': 1, 'прежде': 1, 'из-за': 1}","{'gen': 0, 'acc': 1, 'ins': 44, 'dat': 0}"
